Rank,Name,Position,Team,Weekly Salary
1,Mesut Ozil ,Midfielder,AFC,"£350,000"
,Kevin De Bruyne ,Midfielder,MCFC,"£350,000"
,Alexis Sanchez ,Forward,MUFC,"£350,000"
4,N'Golo Kante ,Midfielder,CFC,"£290,000"
,Paul Pogba ,Midfielder,MUFC,"£290,000"
6,Sergio Aguero ,Forward,MCFC,"£250,000"
7,Eden Hazard ,Midfielder,CFC,"£225,000"
8,David Silva ,Midfielder,MCFC,"£220,000"
9,Pierre-Emerick Aubameyang ,Forward,AFC,"£200,000"
,Mohamed Salah ,Forward,LFC,"£200,000"
,David De Gea ,Goalkeeper,MUFC,"£200,000"
,Harry Kane ,Forward,THFC,"£200,000"
13,Alexandre Lacazette ,Forward,AFC,"£182,063"
14,Henrikh Mkhitaryan ,Midfielder,AFC,"£180,000"
,Roberto Firmino ,Forward,LFC,"£180,000"
,Virgil Van Dijk ,Defender,LFC,"£180,000"
,Raheem Sterling ,Forward,MCFC,"£180,000"
,Romelu Lukaku ,Forward,MUFC,"£180,000"
19,Juan Mata ,Midfielder,MUFC,"£160,000"
20,Cesc Fàbregas ,Midfielder,CFC,"£156,000"
21,Kepa Arrizabalaga ,Goalkeeper,CFC,"£150,000"
,César Azpilicueta ,Defender,CFC,"£150,000"
,Fernandinho Luis Roza ,Midfielder,MCFC,"£150,000"
,Luke Shaw ,Defender,MUFC,"£150,000"
25,Jamie Vardy ,Forward,LC,"£140,000"
,Jordan Henderson ,Midfielder,LFC,"£140,000"
,James Milner ,Midfielder,LFC,"£140,000"
,Heung-Min Son ,Forward,THFC,"£140,000"
,Javier Chicharito Hernandez ,Forward,WHUFC,"£140,000"
30,Willian da Silva ,Midfielder,CFC,"£138,462"
31,Wilfried Zaha ,Forward,CP,"£130,000"
,Kasper Schmeichel ,Goalkeeper,LC,"£130,000"
,Daniel Sturridge ,Forward,LFC,"£130,000"
34,Danny Welbeck ,Forward,AFC,"£125,000"
,Max Meyer ,Midfielder,CP,"£125,000"
36,Aaron Ramsey ,Midfielder,AFC,"£120,000"
,Danny Drinkwater ,Midfielder,CFC,"£120,000"
,Olivier Giroud ,Forward,CFC,"£120,000"
,David Luiz ,Defender,CFC,"£120,000"
,Christian Benteke ,Forward,CP,"£120,000"
,Bernard Anicio Caldeira Duarte ,Midfielder,EFC,"£120,000"
,Yerry Mina ,Defender,EFC,"£120,000"
,Naby Keita ,Midfielder,LFC,"£120,000"
,Alex Oxlade-Chamberlain ,Midfielder,LFC,"£120,000"
,Ilkay Gundogan ,Midfielder,MCFC,"£120,000"
,Vincent Kompany ,Defender,MCFC,"£120,000"
,Riyad Mahrez ,Forward,MCFC,"£120,000"
,Nicolas Otamendi ,Defender,MCFC,"£120,000"
,Bernardo Silva ,Forward,MCFC,"£120,000"
,Frederico de Paula Santos ,Midfielder,MUFC,"£120,000"
,Victor Lindelof ,Defender,MUFC,"£120,000"
,Nemanja Matic ,Midfielder,MUFC,"£120,000"
,Ashley Young ,Midfielder,MUFC,"£120,000"
54,Ander Herrera ,Midfielder,MUFC,"£115,000"
,Andriy Yarmolenko ,Forward,WHUFC,"£115,000"
56,Andre Gomes ,Midfielder,EFC,"£111,538"
57,Hector Bellerin ,Defender,AFC,"£110,000"
,Petr Cech ,Goalkeeper,AFC,"£110,000"
,Jorge Luiz Frello Filho ,Midfielder,CFC,"£110,000"
,Adam Lallana ,Midfielder,LFC,"£110,000"
,Anthony Martial ,Forward,MUFC,"£110,000"
62,André Schurrle ,Forward,FFC,"£104,000"
63,Sead Kolasinac ,Defender,AFC,"£100,000"
,Bernd Leno ,Goalkeeper,AFC,"£100,000"
,Granit Xhaka ,Midfielder,AFC,"£100,000"
,Marcos Alonso ,Defender,CFC,"£100,000"
,Gary Cahill ,Defender,CFC,"£100,000"
,Antonio Rudiger ,Defender,CFC,"£100,000"
,Mamadou Sakho ,Defender,CP,"£100,000"
,Jordan Pickford ,Goalkeeper,EFC,"£100,000"
,Morgan Schneiderlin ,Midfielder,EFC,"£100,000"
,Gylfi Sigurdsson ,Midfielder,EFC,"£100,000"
,Theo Walcott ,Forward,EFC,"£100,000"
,Dejan Lovren ,Defender,LFC,"£100,000"
,Sadio Mane ,Forward,LFC,"£100,000"
,Joel Matip ,Defender,LFC,"£100,000"
,Fabinho Tavares ,Midfielder,LFC,"£100,000"
,Eliaquim Mangala ,Defender,MCFC,"£100,000"
,John Stones ,Defender,MCFC,"£100,000"
,Kyle Walker ,Defender,MCFC,"£100,000"
,Marouane Fellaini ,Midfielder,MUFC,"£100,000"
,Dele Alli ,Midfielder,THFC,"£100,000"
,Hugo Lloris ,Goalkeeper,THFC,"£100,000"
,Jan Vertonghen ,Defender,THFC,"£100,000"
,Marko Arnautovic ,Midfielder,WHUFC,"£100,000"
,Jack Wilshere ,Midfielder,WHUFC,"£100,000"
,Jose Moutinho ,Midfielder,WWFC,"£100,000"
,Rui Patricio ,Goalkeeper,WWFC,"£100,000"
89,Ross Barkley ,Midfielder,CFC,"£96,154"
90,Sokratis Papastathopoulos ,Defender,AFC,"£92,000"
91,Laurent Koscielny ,Defender,AFC,"£90,000"
,Shkodran Mustafi ,Defender,AFC,"£90,000"
,Richarlison de Andrade ,Forward,EFC,"£90,000"
,Lucas Digne ,Defender,EFC,"£90,000"
,Harry Maguire ,Defender,LC,"£90,000"
,Alisson Becker ,Goalkeeper,LFC,"£90,000"
,Georginio Wijnaldum ,Midfielder,LFC,"£90,000"
,Fabian Delph ,Midfielder,MCFC,"£90,000"
,Gabriel Jesus ,Forward,MCFC,"£90,000"
,Benjamin Mendy ,Defender,MCFC,"£90,000"
,Leroy Sane ,Forward,MCFC,"£90,000"
,Wilfried Bony ,Forward,SCAFC,"£90,000"
,Andy Carroll ,Forward,WHUFC,"£90,000"
104,Antonio Valencia ,Defender,MUFC,"£85,000"
,Felipe Anderson ,Midfielder,WHUFC,"£85,000"
106,Andreas Christensen ,Defender,CFC,"£80,000"
,Jonny Evans ,Defender,LC,"£80,000"
,Adrien Silva ,Midfielder,LC,"£80,000"
,Xherdan Shaqiri ,Midfielder,LFC,"£80,000"
,Claudio Bravo ,Goalkeeper,MCFC,"£80,000"
,Danilo Luiz da Silva ,Defender,MCFC,"£80,000"
,Eric Bailly ,Defender,MUFC,"£80,000"
,Marcos Rojo ,Defender,MUFC,"£80,000"
,Chris Smalling ,Defender,MUFC,"£80,000"
,Manolo Gabbiadini ,Forward,SFC,"£80,000"
,Saido Berahino ,Forward,SCFC,"£80,000"
,Erik Lamela ,Midfielder,THFC,"£80,000"
,Lucas Moura ,Midfielder,THFC,"£80,000"
,Moussa Sissoko ,Midfielder,THFC,"£80,000"
,Lucas Perez ,Forward,WHUFC,"£80,000"
121,Stephan Lichtsteiner ,Defender,AFC,"£75,000"
,Lucas Torreira ,Midfielder,AFC,"£75,000"
,Mateo Kovacic ,Midfielder,CFC,"£75,000"
,Victor Moses ,Defender,CFC,"£75,000"
,Christian Pulisic ,Forward,CFC,"£75,000"
,Onyinye Ndidi ,Midfielder,LC,"£75,000"
,Danny Ings (on loan from ) ,Forward,LFC,"£75,000"
,Lazar Markovic ,Forward,LFC,"£75,000"
,Phil Jones ,Defender,MUFC,"£75,000"
,Jesse Lingard ,Forward,MUFC,"£75,000"
,Christian Eriksen ,Midfielder,THFC,"£75,000"
