Name,Team,Age,Position,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating
Philippe Coutinho,Liverpool,31,Midfielder,14,1116,1.2142857142857142,0.7142857142857143,0.35714285714285715,0.0,0.14285714285714285,1.2857142857142858,0.0,8.029285714285715
Sergio Agüero,Man City,35,Forward,25,1969,0.36,0.24,0.4,0.0,0.12,0.6,0.04,7.81
Alex Oxlade Chamberlain,Arsenal,30,Midfielder,3,242,1.6666666666666667,2.0,0.3333333333333333,0.0,2.0,0.3333333333333333,0.6666666666666666,7.8066666666666675
Kevin De Bruyne,Man City,32,Midfielder,37,3085,1.6756756756756757,0.6756756756756757,0.8108108108108109,0.0,0.32432432432432434,1.5405405405405406,0.05405405405405406,7.803243243243244
Henri Saivet,Newcastle,32,Midfielder,1,84,5.0,4.0,0.0,0.0,8.0,3.0,0.0,7.7
Mohamed Salah,Liverpool,31,Forward,36,2922,0.3333333333333333,0.1388888888888889,0.4444444444444444,0.0,0.08333333333333333,0.5555555555555556,0.0,7.691111111111111
Eden Hazard,Chelsea,32,Forward,34,2433,0.17647058823529413,0.08823529411764706,0.38235294117647056,0.0,0.0,0.5294117647058824,0.0,7.6850000000000005
Harry Kane,Tottenham,30,Forward,37,3083,0.4594594594594595,0.13513513513513514,0.918918918918919,0.0,0.5135135135135135,0.2972972972972973,0.10810810810810811,7.596216216216215
David Silva,Man City,37,Midfielder,29,2437,1.103448275862069,0.6206896551724138,0.7241379310344828,0.0,0.20689655172413793,1.2413793103448276,0.1724137931034483,7.578965517241379
Alexis Sánchez,Man Utd,34,Forward,12,1048,1.75,1.4166666666666667,0.8333333333333334,0.0,0.0,1.9166666666666667,0.0,7.552500000000001
Raheem Sterling,Man City,28,Forward,33,2593,0.5757575757575758,0.2727272727272727,1.1818181818181819,0.030303030303030304,0.21212121212121213,0.8787878787878788,0.0,7.546666666666667
Leroy Sané,Man City,27,Forward,32,2423,0.84375,0.40625,0.75,0.0,0.1875,0.4375,0.03125,7.543749999999999
Paulo Gazzaniga,Tottenham,31,Goalkeeper,1,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.52
Aaron Wan-Bissaka,Crystal Palace,25,Defender,7,628,4.142857142857143,2.142857142857143,0.2857142857142857,0.14285714285714285,4.857142857142857,0.5714285714285714,1.0,7.518571428571429
Paul Pogba,Man Utd,30,Midfielder,27,2151,1.2222222222222223,0.7777777777777778,1.6296296296296295,0.037037037037037035,0.9259259259259259,1.037037037037037,0.0,7.478888888888889
Fernandinho,Man City,38,Midfielder,34,2885,1.8235294117647058,1.3823529411764706,1.2058823529411764,0.11764705882352941,1.911764705882353,1.2058823529411764,0.17647058823529413,7.436470588235294
Jérémy Pied,Southampton,34,Defender,2,180,4.5,4.0,0.5,0.0,2.0,1.5,1.0,7.405
Christian Eriksen,Tottenham,31,Midfielder,37,3226,1.3783783783783783,0.8378378378378378,0.3783783783783784,0.0,0.4594594594594595,1.135135135135135,0.02702702702702703,7.399459459459459
Roberto Firmino,Liverpool,31,Forward,37,2778,1.7567567567567568,0.4864864864864865,1.5405405405405406,0.05405405405405406,0.24324324324324326,1.3513513513513513,0.05405405405405406,7.389999999999999
Shkodran Mustafi,Arsenal,31,Defender,27,2274,2.3703703703703702,2.111111111111111,0.9629629629629629,0.6666666666666666,6.333333333333333,0.9629629629629629,0.5555555555555556,7.384074074074074
Wilfried Zaha,Crystal Palace,30,Forward,29,2551,1.0344827586206897,0.2413793103448276,1.5517241379310345,0.0,0.034482758620689655,0.6551724137931034,0.0,7.381379310344827
Virgil van Dijk,Liverpool,32,Defender,14,1260,1.0714285714285714,1.2857142857142858,0.5714285714285714,0.5,5.642857142857143,0.07142857142857142,0.14285714285714285,7.3500000000000005
Henrikh Mkhitaryan,Arsenal,34,Midfielder,11,797,1.6363636363636365,0.7272727272727273,1.0909090909090908,0.0,0.36363636363636365,1.4545454545454546,0.18181818181818182,7.345454545454545
Sergio Romero,Man Utd,36,Goalkeeper,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34
Alexis Sánchez,Arsenal,34,Forward,19,1508,1.0526315789473684,0.3157894736842105,1.105263157894737,0.0,0.0,1.3157894736842106,0.10526315789473684,7.329473684210526
Pierre-Emerick Aubameyang,Arsenal,34,Forward,13,1058,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.0,0.5384615384615384,0.46153846153846156,0.07692307692307693,7.325384615384615
James Tomkins,Crystal Palace,34,Defender,28,2388,1.6785714285714286,2.25,0.7142857142857143,0.5357142857142857,7.607142857142857,0.5357142857142857,0.42857142857142855,7.310357142857141
Romelu Lukaku,Man Utd,30,Forward,34,2869,0.20588235294117646,0.08823529411764706,0.9117647058823529,0.029411764705882353,0.6176470588235294,0.38235294117647056,0.058823529411764705,7.287058823529412
